  1790             , 65140
  1790             , 65140
  1790             , 65140
  1790             , 65140
  1790             , 65140
  1790             , 75872
  1790             , 86604
  1790             , 97336
  1790             , 108068
  1794             , 118839
  1794             , 129611
  1794             , 140381
  1794             , 151151
  1794             , 161922
  1794             , 172690
  1794             , 183460
  1794             , 194235
  1794             , 205005
  1794             , 215784
  1794             , 226556
  1794             , 237326
  1794             , 248096
  1794             , 258866
  1794             , 269636
  1794             , 280406
  1794             , 291176
  1794             , 301946
  1794             , 312718
  1794             , 323486
  1794             , 334261
  1794             , 345031
  1794             , 355801
  1794             , 366571
  1794             , 377341
  1794             , 388111
  1794             , 398881
  1794             , 409651
  1794             , 420421
  1794             , 431191
  1794             , 441963
  1794             , 452733
  1794             , 463503
  1794             , 474273
  1794             , 485043
  1794             , 495813
  1794             , 506583
  1794             , 590701
  1794             , 601471
  1794             , 612241
  1794             , 696355
  1794             , 599614
  1794             , 502873
  1794             , 442647
  1794             , 345906
  1794             , 249125
  1794             , 259898
  1794             , 270668
  1794             , 281438
  1794             , 292208
  1794             , 302983
  1794             , 313756
  1794             , 324526
  1794             , 335320
  1794             , 346093
  1794             , 356887
  1794             , 367681
  1794             , 378454
  1794             , 389248
  1794             , 400042
  1794             , 410838
  1794             , 421632
  1794             , 432426
  1794             , 443220
  1794             , 454014
  1794             , 464808
  1794             , 475602
  1794             , 486396
  1794             , 497190
  1794             , 507984
  1794             , 518780
  1794             , 529574
  1794             , 540368
  1794             , 551162
  1794             , 561956
  1794             , 572750
  1794             , 583544
  1794             , 594338
  1794             , 605132
  1794             , 615926
  1794             , 626722
  1794             , 700880
  1794             , 711674
  1794             , 722468
  1794             , 860039
  1794             , 737136
  1794             , 614233
  1794             , 554719
  1794             , 565513
  1794             , 442589
  1798             , 516883
  1798             , 394179
  1798             , 405017
  1798             , 415851
  1798             , 426685
  1798             , 437519
  1798             , 448353
  1798             , 459191
  1798             , 470025
  1798             , 480859
  1798             , 491693
  1798             , 502527
  1798             , 513361
  1798             , 524195
  1798             , 535033
  1798             , 545867
  1798             , 556702
  1798             , 567540
  1798             , 578372
  1798             , 589208
  1798             , 600042
  1798             , 610880
  1798             , 621714
  1798             , 632548
  1798             , 643382
  1798             , 654216
  1798             , 665054
  1798             , 675888
  1798             , 686726
  1798             , 697558
  1798             , 708393
  1798             , 719227
  1798             , 730065
  1798             , 740903
  1798             , 751760
  1798             , 762760
  1798             , 773607
  1798             , 784449
  1798             , 975843
  1798             , 986681
  1798             , 997523
  1798             , 1189080
  1798             , 1039143
  1798             , 889152
  1798             , 903782
  1798             , 840394
  1798             , 690458
  1798             , 701297
  1798             , 712135
  1798             , 562055
  1798             , 572900
  1798             , 583739
  1798             , 594581
  1798             , 605418
  1798             , 616266
  1798             , 627105
